"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY_NONPROFIT","NURSING HOME PROVIDER NAME","AFFILIATION ENTITY NAME","AFFILIATION ENTITY ID","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE"
O20110516000073,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356523666,N,395408,1052597796,125 HOLLY ROAD OPERATIONS LLC,LAUREL CENTER,08/21/2007,PA,LLC,,P,LAUREL CENTER,GENESIS HEALTHCARE,237,125 HOLLY ROAD,,HAMBURG,PA,195268729
O20110516000078,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366626665,N,315332,6507042249,1361 ROUTE 72 WEST OPERATIONS LLC,SOUTHERN OCEAN CENTER,08/16/2007,NJ,LLC,,P,SOUTHERN OCEAN CENTER,GENESIS HEALTHCARE,237,1361 ROUTE 72 WEST,SOUTHERN OCEAN CENTER,MANAHAWKIN,NJ,080502417
O20110516000729,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568457299,N,555445,1759567332,3067 ORANGE AVENUE LLC,ANAHEIM CREST NURSING CENTER,04/10/2000,CA,LLC,,P,ANAHEIM CREST NURSING CENTER,CAMBRIDGE HEALTHCARE SERVICES,98,3067 W ORANGE AVE,,ANAHEIM,CA,928043156
O20110516000830,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801881479,N,055287,1052597648,13400 SHERMAN WAY LLC,VALLEY PALMS CARE CENTER,09/13/1999,CA,LLC,,P,VALLEY PALMS CARE CENTER,CAMBRIDGE HEALTHCARE SERVICES,98,13400 SHERMAN WAY,,NORTH HOLLYWOOD,CA,916054415
O20110517000562,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376727669,N,315143,7810173358,84 COLD HILL ROAD OPERATIONS LLC,HOLLY MANOR CENTER,08/16/2007,NJ,LLC,,P,HOLLY MANOR CENTER,GENESIS HEALTHCARE,237,84 COLD HILL ROAD,HOLLY MANOR CENTER,MENDHAM,NJ,079452021
O20110517000859,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821272121,N,315158,8426234998,330 FRANKLIN TURNPIKE OPERATIONS LLC,RIDGEWOOD CENTER,08/16/2007,NJ,LLC,,P,RIDGEWOOD CENTER,GENESIS HEALTHCARE,237,330 FRANKLIN TURNPIKE,RIDGEWOOD CENTER,RIDGEWOOD,NJ,074501932
O20110517000902,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184916520,N,195633,1850577321,"LADY OF THE OAKS RETIREMENT MANOR, LLC",LADY OF THE OAKS RETIREMENT MANOR,,,LLC,,P,LADY OF THE OAKS RETIREMENT MANOR,PLANTATION MANAGEMENT COMPANY,406,1005 ERASTE LANDRY ROAD,,LAFAYETTE,LA,70506
O20110518000042,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487838876,N,315353,0446436927,292 APPLEGARTH ROAD OPERATIONS LLC,CRANBURY CENTER,08/16/2007,NJ,LLC,,P,CRANBURY CENTER,GENESIS HEALTHCARE,237,292 APPLEGARTH ROAD,CRANBURY CENTER,MONROE TOWNSHIP,NJ,088313754
O20110518000262,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740275486,N,055459,3678759172,1440 SOUTH EUCLID ST LLC,BUENA VISTA CARE CENTER,12/20/2000,CA,LLC,,P,BUENA VISTA CARE CENTER,CAMBRIDGE HEALTHCARE SERVICES,98,1440 S EUCLID ST,,ANAHEIM,CA,928022156
O20110518000517,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1174707475,N,315138,3678759198,200 REYNOLDS AVENUE OPERATIONS LLC,TROY HILLS CENTER,08/16/2007,NJ,LLC,,P,TROY HILLS CENTER,GENESIS HEALTHCARE,237,200 REYNOLDS AVENUE,TROY HILLS CENTER,PARSIPPANY,NJ,070543326
O20110519000259,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689858078,N,315036,2668658022,25 EAST LINDSLEY ROAD OPERATIONS LLC,ARBOR GLEN CENTER,08/16/2007,NJ,LLC,,P,ARBOR GLEN CENTER,GENESIS HEALTHCARE,237,25 EAST LINDSLEY ROAD,ARBOR GLEN CENTER,CEDAR  GROVE,NJ,070091023
O20110519000357,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346245446,N,245462,0143237370,PHS MARANATHA INC,MARANATHA CARE CENTER,10/16/1959,MN,CORPORATION,,N,MARANATHA CARE CENTER,PRESBYTERIAN HOMES & SERVICES,412,5409 69TH AVE N,,BROOKLYN CENTER,MN,554291505
O20110519000547,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437457827,N,075421,6800072299,B-IX EDGEHILL SNF LLC,EDGEHILL,01/25/2011,DE,LLC,,P,EDGEHILL HEALTH CENTER,,,122 PALMERS HILL RD,,STAMFORD,CT,069022134
O20110519000672,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1255633012,N,145779,0244416659,PARK VILLA NURSING AND REHABILITATION CENTER LLC,,,,LLC,,P,ELEVATE CARE PALOS HEIGHTS,VILLA HEALTHCARE,550,12550 S RIDGELAND AVE,,PALOS HEIGHTS,IL,604631859
O20110520000509,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972785798,N,225421,9931385283,400 GROTON ROAD OPERATIONS LLC,APPLE VALLEY CENTER,08/16/2007,MA,LLC,,P,APPLE VALLEY CENTER,GENESIS HEALTHCARE,237,400 GROTON ROAD,APPLE VALLEY CENTER,AYER,MA,014321171
O20110523000818,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811290281,N,235260,2668658899,"NORTHERN OAK MANAGEMENT COMPANY, LLC",REGENCY AT WATERFORD,03/14/2007,MI,LLC,,P,REGENCY AT WATERFORD,CIENA HEALTHCARE/LAUREL HEALTH CARE,144,1901 NORTH TELEGRAPH,,WATERFORD,MI,483281878
O20110524000278,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124195557,N,146014,6204729577,MERCY HARVARD HOSPITAL INC,MERCY HARVARD CARE CENTER,03/17/2003,IL,CORPORATION,,N,MERCY HARVARD HOSPITAL CARE CENTER,MERCYHEALTH SYSTEM,346,901 GRANT ST,,HARVARD,IL,600331821
O20110524000429,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780982835,N,056485,1355527524,"HONEYFLOWER HOLDINGS, LLC",ARLINGTON GARDENS CARE CENTER,02/01/2011,CA,LLC,,P,ARLINGTON GARDENS CARE CENTER,PROVIDENCE GROUP,429,3688 NYE AVE,,RIVERSIDE,CA,925051818
O20110524000590,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1659367134,N,165603,6800072083,DENVER SUNSET HOME,DENVER SUNSET HOME,10/26/1984,IA,CORPORATION,,N,DENVER SUNSET HOME,,,235 N MILL ST,,DENVER,IA,506227720
O20110525000047,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366487464,N,345355,5799966727,"GRANITE FALLS LTC, LLC",GRAHAM HEALTHCARE AND REHABILITATION CENTER,08/20/2010,NC,LLC,,P,GRAHAM HEALTHCARE AND REHABILITATION CENTER,PRINCIPLE LONG TERM CARE,423,811 SNOWBIRD ROAD,,ROBBINSVILLE,NC,287718103
O20110525000138,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457659682,N,055497,2860678976,"GLADIOLUS HOLDINGS, LLC",THE PINES AT PLACERVILLE HEALTHCARE CENTER,02/01/2011,CA,LLC,,P,THE PINES AT PLACERVILLE HEALTHCARE CENTER,PROVIDENCE GROUP,429,1040 MARSHALL WAY,,PLACERVILLE,CA,956675706
O20110525000275,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043518277,N,056243,4385820414,"ROSEBUD HOLDINGS, LLC",WESTERN SLOPE HEALTH CENTER,02/01/2011,CA,LLC,,P,WESTERN SLOPE HEALTH CENTER,PROVIDENCE GROUP,429,3280 WASHINGTON ST,,PLACERVILLE,CA,956675838
O20110525000667,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871891929,N,055886,4183800246,"CROCUS HOLDINGS, LLC",ROSEVILLE CARE CENTER,02/01/2011,CA,LLC,,P,ROSEVILLE CARE CENTER,PROVIDENCE GROUP,429,1161 CIRBY WAY,,ROSEVILLE,CA,956614421
O20110526000009,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265724298,N,335160,3971789041,EAST ROCKAWAY CENTER LLC,LYNBROOK RESTORATIVE THERAPY AND NURSING,05/01/2008,NY,LLC,,P,LYNBROOK RESTORATIVE THERAPY AND NURSING,PARAGON HEALTHNET,395,243 ATLANTIC AVE,,LYNBROOK,NY,115633552
O20110526000224,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871891002,N,055853,6103002290,"NIGHTSHADE HOLDINGS, LLC",REDWOOD COVE HEALTHCARE CENTER,02/01/2011,CA,LLC,,P,REDWOOD COVE HEALTHCARE CENTER,PROVIDENCE GROUP,429,1162 S DORA ST,,UKIAH,CA,954826340
O20110526000274,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1952609182,N,555125,0345427431,"SNOWDROP HOLDINGS, LLC",LINWOOD MEADOWS CARE CENTER,02/01/2011,CA,LLC,,P,LINWOOD MEADOWS CARE CENTER,PROVIDENCE GROUP,429,4444 W MEADOW AVE,,VISALIA,CA,932771652
O20110526000282,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265428742,N,525512,8426235516,"SKAALEN NURSING AND REHABILIATION CENTER, INC.",,02/18/1969,WI,CORPORATION,,P,SKAALEN NURSING AND REHABILITATION CENTER,,,400N MORRIS ST,,STOUGHTON,WI,535891857
O20110526000524,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1245538453,N,555283,6800073917,"EDELWEISS HOLDINGS, LLC",CRYSTAL RIDGE CARE CENTER,02/01/2011,CA,LLC,,P,CRYSTAL RIDGE CARE CENTER,PROVIDENCE GROUP,429,396 DORSEY DR,,GRASS VALLEY,CA,959455368
O20110526000729,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316244288,N,055208,9931386067,"SEAVIEW REHABILITATION & WELLNESS CENTER, LP",,02/02/2011,CA,OTHER,LIMITED PARTNERSHIP,P,"SEAVIEW REHABILITATION & WELLNESS CENTER, LP",BRIUS MANAGEMENT,92,6400 PURDUE DR,,EUREKA,CA,955037095
O20110527000261,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881993079,N,345284,4587574355,"LIBERTY HEALTHCARE GROUP, LLC",LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF THE OAKS LLC,,,LLC,,P,THE OAKS,LIBERTY SENIOR LIVING,310,901 BETHESDA RD,,WINSTON-SALEM,NC,271035614
O20110531000078,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134427362,N,056410,7810174802,"QUEEN ANN'S LACE HOLDINGS, LLC",WHITNEY OAKS CARE CENTER,02/01/2011,CA,LLC,,P,WHITNEY OAKS CARE CENTER,PROVIDENCE GROUP,429,3529 WALNUT AVE,,CARMICHAEL,CA,956083049
O20110531000251,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942508171,N,055499,6507043502,"WINDFLOWER HOLDINGS, LLC",ROCKY POINT CARE CENTER,02/01/2011,CA,LLC,,P,ROCKY POINT CARE CENTER,NAHS,362,625 16TH ST,,LAKEPORT,CA,954533501
O20110531000500,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134427289,N,555208,9931386968,"THYME HOLDINGS, LLC",WESTGATE GARDENS CARE CENTER,02/01/2011,CA,LLC,,P,WESTGATE GARDENS CARE CENTER,PROVIDENCE GROUP,429,4525 W TULARE AVE,,VISALIA,CA,932771560
O20110531000658,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114085677,N,155149,6709795974,THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,HARCOURT TERRACE NURSING AND REHABILITATION,01/07/1982,IN,OTHER,MUNICIPAL CORPORATION,N,HARCOURT TERRACE NURSING AND REHABILITATION,AMERICAN SENIOR COMMUNITIES,33,8181 HARCOURT RD,,INDIANAPOLIS,IN,462602578
O20110601000724,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831489194,N,335210,9931386844,HRNC LLC,HIGHLAND PARK REHABILITATION AND NURSING CENTER,12/22/2010,NY,LLC,,P,HIGHLAND PARK REHABILITATION AND NURSING CENTER,UPSTATE SERVICES GROUP,538,160 SENECA ST,,WELLSVILLE,NY,148951368
O20110601000761,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225336373,N,555777,1456538362,"IXIA HOLDINGS, LLC",BISHOP CARE CENTER,02/01/2011,CA,LLC,,P,BISHOP CARE CENTER,PROVIDENCE GROUP,429,151 PIONEER LN,,BISHOP,CA,935142557
O20110601000764,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588963326,N,335812,3274710181,JBRNC LLC,HUDSON PARK REHABILITATION AND NURSING CENTER,12/22/2010,NY,LLC,,P,HUDSON PARK REHABILITATION AND NURSING CENTER,UPSTATE SERVICES GROUP,538,325 NORTHERN BLVD,,ALBANY,NY,122041001
O20110601000780,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548559065,N,335233,3173700085,RRNC LLC,COLONIAL PARK REHABILITATION AND NURSING CENTER,06/24/2011,NY,LLC,,P,COLONIAL PARK REHABILITATION AND NURSING CENTER,UPSTATE SERVICES GROUP,538,950 FLOYD AVE,,ROME,NY,134404535
O20110601000784,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013207372,N,335226,1254518160,VRNC LLC,VESTAL PARK REHABILITATION AND NURSING CENTER,12/22/2010,NY,LLC,,P,VESTAL PARK REHABILITATION AND NURSING CENTER,UPSTATE SERVICES GROUP,538,105 W SHEEDY RD,,VESTAL,NY,138503334
O20110601000841,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700183027,N,185444,4789867730,"CAMBRIDGE PLACE GROUP, LLC",,01/16/2011,KY,LLC,,P,"CAMBRIDGE PLACE GROUP, LLC",,,2020 CAMBRIDGE DR,,LEXINGTON,KY,405041999
O20110602000090,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720386956,N,555535,6002093937,"FLAX HOLDINGS, LLC",RIVER VALLEY CARE CENTER,02/01/2011,CA,LLC,,P,RIVER VALLEY CARE CENTER,PROVIDENCE GROUP,429,9000 LARKIN RD,,LIVE OAK,CA,959539599
O20110602000189,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962700195,N,056437,1759568694,MARJORAM HOLDINGS LLC,CYPRESS RIDGE CARE CENTER,02/01/2011,CA,LLC,,P,CYPRESS RIDGE CARE CENTER,PROVIDENCE GROUP,429,1501 SKYLINE DR,,MONTEREY,CA,939404110
O20110602000451,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700184991,N,555219,1850578717,ALOE HOLDINGS LLC,AUBURN OAKS CARE CENTER,02/01/2011,CA,LLC,,P,AUBURN OAKS CARE CENTER,PROVIDENCE GROUP,429,3400 BELL RD,,AUBURN,CA,956039241
O20110602000585,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437457645,N,555801,0749467504,"DAISY HOLDINGS, LLC",PINE CREEK CARE CENTER,02/01/2011,CA,LLC,,P,PINE CREEK CARE CENTER,PROVIDENCE GROUP,429,1139 CIRBY WAY,,ROSEVILLE,CA,956614421
O20110602000713,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225336423,N,055512,3476730243,"BLUEBELL HOLDINGS, LLC",WOLF CREEK CARE CENTER,02/01/2011,CA,LLC,,P,WOLF CREEK CARE CENTER,PROVIDENCE GROUP,429,107 CATHERINE LN,,GRASS VALLEY,CA,959455705
O20110603000220,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306144530,N,555333,1658558457,"VIOLET HOLDINGS, LLC",LINCOLN MEADOWS CARE CENTER,02/01/2011,CA,LLC,,P,LINCOLN MEADOWS CARE CENTER,PROVIDENCE GROUP,429,1550 3RD ST,,LINCOLN,CA,956481576
O20110603000352,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1417255647,N,055776,8527245331,"KERRIA HOLDINGS, LLC",WESTVIEW HEALTHCARE CENTER,02/01/2011,CA,LLC,,P,WESTVIEW HEALTHCARE CENTER,PROVIDENCE GROUP,429,12225 SHALE RIDGE LN,,AUBURN,CA,956028870
O20110603000423,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407154636,N,056073,0840477667,"OLEANDER HOLDINGS, LLC",SACRAMENTO POST-ACUTE,02/01/2011,CA,LLC,,P,SACRAMENTO POST-ACUTE,PROVIDENCE GROUP,429,5255 HEMLOCK ST,,SACRAMENTO,CA,958413017
O20110603000482,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225336456,N,555161,4981881703,"PETUNIA HOLDINGS, LLC",NAPA VALLEY CARE CENTER,02/01/2011,CA,LLC,,P,NAPA VALLEY CARE CENTER,PROVIDENCE GROUP,429,3275 VILLA LN,,NAPA,CA,945583016
O20110603000559,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1326346552,N,055204,7911184742,"LILY HOLDINGS, LLC",OAKWOOD GARDENS CARE CENTER,02/01/2011,CA,LLC,,P,OAKWOOD GARDENS CARE CENTER,PROVIDENCE GROUP,429,3510 E SHIELDS AVE,,FRESNO,CA,937266909
O20110606000335,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013040112,N,245613,8022022748,"PRESBYTERIAN HOMES OF NORTH OAKS INC,",WAVERLY GARDENS,03/30/2001,MN,CORPORATION,,N,PRESBYTERIAN HOMES OF NORTH OAKS,PRESBYTERIAN HOMES & SERVICES,412,5919 CENTERVILLE RD,,NORTH OAKS,MN,551276821
O20110606000359,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184923419,N,375547,4486710928,THE TULSA JEWISH COMMUNITY RETIREMENT AND HEALTH CARE CENTER INC,ZARROW POINTE,06/25/1984,OK,CORPORATION,,N,ZARROW POINTE,,,2025 E 71ST ST,TULSA JEWISH COMMUNITY RETIREMENT AND HEALTH CARE,TULSA,OK,741365407
O20110606000418,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1023315421,N,235182,2769669423,"CRG LYNWOOD, LLC",LYNWOOD MANOR HEALTHCARE CENTER,,,LLC,,P,LYNWOOD MANOR HEALTHCARE CENTER,,,730 KIMOLE LANE,,ADRIAN,MI,492211463
O20110607000149,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1730483058,N,055203,9638356348,TAG-2 MEDICAL INVESTMENT GROUP LLC,SUNNY VILLAGE CARE CENTER,09/16/2010,CA,LLC,,P,SUNNY VILLAGE CARE CENTER,,,1428 S MARENGO AVE,,ALHAMBRA,CA,918033096
O20110607000165,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689872426,N,155568,6709795974,THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,WILLIAMSPORT NURSING AND REHABILITATION,02/02/2005,IN,OTHER,MUNICIPAL CORPORATION,N,WILLIAMSPORT NURSING AND REHABILITATION,AMERICAN SENIOR COMMUNITIES,33,200 SHORT ST,,WILLIAMSPORT,IN,479931031
O20110607000212,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1053611707,N,165172,7315124039,BRIARWOOD MANAGEMENT INC,BRIARWOOD HEALTHCARE CENTER,11/24/2010,IA,CORPORATION,,P,BRIARWOOD HEALTHCARE CENTER,,,605 GREENWOOD DR,,IOWA CITY,IA,522462121
O20110607000449,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1427045020,N,195449,5597942235,"LAFOURCHE HOME FOR THE AGED & INFIRM, INC.",LAFOURCHE HOME FOR THE AGED,12/01/1997,LA,CORPORATION,,N,LAFOURCHE HOME FOR AGED & INFIRM,,,1002 TIGER DR,LAFOURCE HOME FOR THE AGED,THIBODAUX,LA,703016634
O20110607000696,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790714871,N,195249,4587841135,WOODS HAVEN NURSING CARE & REHABILITATION,,,LA,CORPORATION,,P,WOODS HAVEN SR CITIZENS HOME,,,8275 HIGHWAY 165,,POLLOCK,LA,714670159
O20110609000481,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992786396,N,195381,0840477329,CHRISTWOOD,CHRISTWOOD HEALTH CARE CENTER,06/26/1991,LA,CORPORATION,,N,CHRISTWOOD,,,100 CHRISTWOOD BLVD,,COVINGTON,LA,704334606
O20110609000800,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114217114,N,105616,2466639968,"CPLACE OF ST. PETE, LLC",CARRINGTON PLACE OF ST PETE,04/08/2011,FL,LLC,,P,CARRINGTON PLACE OF ST PETE,,,10501 ROOSEVELT BLVD N,,ST PETERSBURG,FL,337163816
O20110610000402,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396077236,N,375344,4183801517,CONHOLD OF OWASSO LLC,SEQUOYAH POINTE LIVING CENTER,05/28/2009,OK,LLC,,P,SEQUOYAH POINTE LIVING CENTER,,,8515 N 123RD EAST AVE,,OWASSO,OK,740552150
O20110610000605,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750686531,N,265841,3678750015,"ASHFIELD ACTIVE LIVING AND WELLNESS COMMUNITIES, INC.",ABERDEEN HEIGHTS,08/01/2006,MO,CORPORATION,,N,ABERDEEN HEIGHTS,,,505 COUCH AVE,,KIRKWOOD,MO,631225577
O20110613000484,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740279652,N,315144,6608833512,THE ESTAUGH,THE ESTAUGH T/A MEDFORD LEAS,03/03/1914,NJ,CORPORATION,,N,MEDFORD LEAS,,,ONE MEDFORD LEAS WAY,,MEDFORD,NJ,080552261
O20110614000378,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689664716,N,375545,7214114578,TOWN OF VICI,TOWN OF VICI NURSING HOME,08/13/1990,OK,OTHER,GOVERNMENTAL ENTITY,P,TOWN OF VICI NURSING HOME,,,619 SPECK,TOWN OF VICI NURSING HOME,VICI,OK,738590119
O20110614000523,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1952306748,N,525430,0042120222,COUNTY OF MONROE,ROLLING HILLS REHABILITATION CENTER,,,OTHER,GOVERNMENT,N,ROLLING HILLS REHAB CTR,,,14400 COUNTY HIGHWAY B,,SPARTA,WI,546564611
O20110614000840,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1073556171,N,195552,7618154907,PEACE INC,TRI-COMMUNITY NURSING CENTER,07/11/1988,LA,CORPORATION,,P,TRI-COMMUNITY NURSING CENTER,,,7014 HWY 71,,PALMETTO,LA,713580112
O20110615000484,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1255444006,N,165566,6901821925,"HIGHLAND RIDGE CARE CENTER, LLC",HIGHLAND RIDGE CARE CENTER,09/29/2005,IA,LLC,,N,"HIGHLAND RIDGE CARE CENTER, LLC",PRESBYTERIAN HOMES & SERVICES,412,102 S HIGHLAND ST,,WILLIAMSBURG,IA,523619469
O20110616000092,MT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386611747,N,275087,2860543667,POWDER RIVER COUNTY,POWDER RIVER MANOR,,,OTHER,LOCAL GOVERNMENT,N,POWDER RIVER MANOR,,,104 N TRAUTMAN,,BROADUS,MT,593170719
O20110616000592,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386648962,N,115275,4284812488,A G RHODES HOME INC,,06/08/1981,GA,CORPORATION,,N,"A.G. RHODES HOME, INC, THE",,,350 BOULEVARD SE,,ATLANTA,GA,303123352
O20110617000155,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235422130,N,146146,5193903334,"HAMILTON MEMORIAL NURSING AND REHABILITATION CENTER, L.L.C.",HAMILTON MEMORIAL REHABILITATION & HEALTH CARE CENTER,05/28/2010,MO,LLC,,P,,,,609 S MARSHALL AVE,HAMILTON MEMORIAL REHABILITATION & HEALTH CARE CEN,MC LEANSBORO,IL,628591213
O20110617000544,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1922091552,N,165604,8628256898,KEYSTONE NURSING CARE CENTER INC,KEYSTONE NURSING CARE CENTER INC,02/22/1972,IA,CORPORATION,,P,KEYSTONE NURSING CARE CENTER INC,,,250 5TH ST,,KEYSTONE,IA,522499521
O20110617000635,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346544855,N,675440,0941488126,MODERN SENIOR LIVING LLC,SOUTH DALLAS NURSING AND REHABILITATION,03/17/2010,TX,LLC,,P,SOUTH DALLAS NURSING & REHABILITATION,,,3808 S CENTRAL EXPY,,DALLAS,TX,752153701
O20110622000274,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386796217,N,105801,6800853706,"JOSEPH L MORSE HEALTH CENTER, INC",,08/12/1980,FL,CORPORATION,,N,JOSEPH L MORSE HEALTH CENTER INC THE,,,4847 FRED GLADSTONE DR,,WEST PALM BEACH,FL,334178023
O20110623000589,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619276524,N,146148,3476634718,"HICKORY POINT CHRISTIAN VILLAGE, INC",HICKORY POINT CHRISTIAN VILLAGE,04/09/1974,IL,CORPORATION,,N,HICKORY POINT CHRISTIAN VILLAGE,CHRISTIAN HORIZONS,143,565 W MARION AVE,,FORSYTH,IL,625352099
O20110624000064,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942306865,N,055104,1658552245,GIBRALTAR CONVALESCENT HOSPITAL INC,SUNSET MANOR CONVALESCENT HOSPITAL,04/01/1977,CA,CORPORATION,,P,SUNSET MANOR CONV HOSP,THOMAS CHAMBERS & DAVID JOHNSON,518,2720 NEVADA AVE,,EL MONTE,CA,917332318
O20110624000234,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194015784,N,395067,8224216163,"GREEN RIDGE HEALTHCARE GROUP, LLC",GREEN RIDGE CARE CENTER,03/31/2011,OH,LLC,,P,GREEN RIDGE CARE CENTER,SABER HEALTHCARE GROUP,461,2741 BOULEVARD AVENUE,GREEN RIDGE CARE CENTER,SCRANTON,PA,185091000
O20110627000019,ME,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699073080,N,205085,0648458414,"HORIZONS LIVING AND REHAB CENTER, INC",,02/09/2010,ME,CORPORATION,,P,HORIZONS LIVING AND REHAB CENTER,,,29 MAURICE DRIVE,,BRUNSWICK,ME,040111501
O20110627000027,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1255622551,N,396130,8729266598,"WHITESTONE HEALTHCARE GROUP, LLC",WHITESTONE CARE CENTER,03/31/2011,OH,LLC,,P,WHITESTONE CARE CENTER,SABER HEALTHCARE GROUP,461,370 WHITESTONE COR,,STROUDSBURG,PA,183607193
O20110627000566,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1053456665,N,155357,1153216627,RIVERVIEW HOSPITAL,RAWLINS HOUSE HEALTH & LIVING COMMUNITY,,,OTHER,COUNTY GOVERNMENT,N,RAWLINS HOUSE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,105,300 JH WALKER DR,,PENDLETON,IN,460648730
